time,pkg_pwr,ram_pwr
616,43.47,7.22
617,43.58,7.25
618,43.47,7.29
619,43.52,7.19
620,43.56,7.25
621,43.43,7.26
622,43.43,7.21
623,43.43,7.24
624,43.46,7.26
625,43.59,7.23
626,43.46,7.28
627,43.54,7.31
628,43.39,7.18
629,43.53,7.23
630,43.62,7.25
631,43.41,7.22
632,43.61,7.18
633,43.39,7.22
634,43.53,7.21
635,43.52,7.25
636,43.43,7.24
637,43.51,7.23
638,43.41,7.18
639,43.41,7.24
640,43.43,7.20
641,43.38,7.23
642,43.53,7.20
643,43.37,7.20
644,43.54,7.26
645,43.53,7.23
646,43.33,7.19
647,43.58,7.26
648,43.51,7.19
649,43.41,7.22
650,43.52,7.19
651,43.49,7.24
652,43.56,7.19
653,43.28,7.21
654,43.48,7.23
655,43.58,7.23
656,43.42,7.20
657,43.41,7.23
658,43.56,7.20
659,43.46,7.22
660,43.50,7.21
661,43.40,7.24
662,43.47,7.22
663,43.58,7.20
664,43.24,7.16
665,43.60,7.21
666,43.39,7.24
667,43.30,7.25
668,43.61,7.24
669,43.42,7.22
670,43.51,7.21
671,43.40,7.21
672,43.52,7.20
673,43.46,7.19
674,43.41,7.21
675,43.58,7.24
676,43.39,7.21
677,43.38,7.25
678,43.57,7.20
679,43.41,7.22
680,43.49,7.31
681,43.33,7.24
682,43.54,7.23
683,43.45,7.26
684,43.46,7.23
685,43.35,7.21
686,43.32,7.23
687,43.54,7.25
688,43.62,7.26
689,43.01,6.90
690,42.35,5.77
691,42.32,6.01
692,42.35,5.71
693,42.34,5.66
694,42.31,5.81
695,42.49,5.71
696,42.27,6.04
697,42.30,5.81
698,42.43,5.66
699,42.35,5.82
700,42.39,5.71
701,41.39,6.27
702,40.54,7.39
703,42.76,7.50
704,43.09,7.48
705,43.31,7.55
706,43.15,7.53
707,43.35,7.49
708,43.23,7.50
709,43.04,7.51
710,43.12,7.47
711,43.10,7.52
712,43.16,7.48
713,43.26,7.51
714,43.07,7.46
715,43.20,7.51
716,43.06,7.52
717,43.16,7.55
718,43.18,7.48
719,42.95,7.53
720,43.15,7.51
721,43.11,7.48
722,43.23,7.52
723,43.27,7.53
724,43.11,7.47
725,43.27,7.48
726,43.09,7.50
727,43.16,7.50
728,43.24,7.49
729,43.05,7.52
730,43.32,7.56
731,43.10,7.55
732,43.16,7.47
733,43.23,7.53
734,43.11,7.50
735,43.03,7.51
736,43.08,7.52
737,43.10,7.51
738,43.29,7.57
739,43.11,7.49
740,43.19,7.48
741,43.17,7.50
742,43.12,7.51
743,43.20,7.48
744,43.09,7.51
745,43.18,7.48
746,43.01,7.49
747,43.14,7.53
748,43.21,7.49
749,43.12,7.48
750,43.19,7.53
751,42.99,7.51
752,43.23,7.54
753,43.32,7.50
754,43.16,7.46
755,43.23,7.53
756,43.05,7.46
757,43.19,7.53
758,43.25,7.53
759,43.04,7.52
760,43.16,7.52
761,43.04,7.46
762,43.21,7.50
763,43.24,7.45
764,43.21,7.52
765,43.17,7.51
766,43.02,7.48
767,43.09,7.48
768,43.18,7.50
769,43.07,7.48
770,43.28,7.56
771,43.09,7.50
772,43.05,7.52
773,43.16,7.50
774,43.19,7.50
775,43.20,7.52
776,43.10,7.51
777,43.18,7.56
778,43.32,7.56
779,42.96,7.49
780,43.16,7.48
781,42.91,7.48
782,43.14,7.49
783,43.25,7.51
784,43.14,7.46
785,43.16,7.55
786,43.13,7.49
787,43.26,7.49
788,43.37,7.52
789,43.02,7.46
790,43.27,7.52
791,43.04,7.52
792,43.28,7.53
793,43.22,7.52
794,43.21,7.50
795,43.21,7.47
796,43.01,7.52
797,43.13,7.51
798,43.26,7.57
799,43.02,7.54
800,43.08,7.51
801,43.06,7.53
802,43.17,7.46
803,43.18,7.51
804,43.13,7.55
805,43.30,7.50
806,43.15,7.50
807,43.21,7.53
808,43.14,7.52
809,43.04,7.48
810,43.15,7.48
811,42.91,7.49
812,43.07,7.51
813,43.10,7.50
814,43.12,7.49
815,43.17,7.44
816,42.73,7.49
817,43.26,7.54
818,43.16,7.53
819,43.22,7.47
820,43.24,7.55
821,42.64,7.45
822,43.08,7.51
823,43.25,7.53
824,43.27,7.56
825,43.11,7.52
826,42.80,7.45
827,43.10,7.48
828,43.20,7.52
829,43.15,7.48
830,43.11,7.50
831,42.96,7.50
832,43.16,7.51
833,43.24,7.52
834,43.11,7.47
835,43.16,7.54
836,42.82,7.48
837,43.17,7.53
838,43.19,7.48
839,43.20,7.51
840,43.08,7.51
841,42.87,7.43
842,43.09,7.48
843,43.28,7.48
844,43.16,7.50
845,43.13,7.52
846,42.78,7.45
847,43.13,7.50
848,43.14,7.52
849,43.21,7.52
850,43.11,7.52
851,42.89,7.52
852,43.08,7.49
853,43.31,7.55
854,43.26,7.51
855,43.25,7.50
856,42.96,7.48
857,43.01,7.47
858,43.16,7.54
859,43.23,7.47
860,43.21,7.52
861,42.91,7.51
862,43.20,7.55
863,43.28,7.57
864,43.21,7.45
865,43.24,7.50
866,42.93,7.45
867,43.00,7.51
868,43.22,7.52
869,43.27,7.51
870,43.21,7.54
871,43.00,7.51
872,43.21,7.50
873,43.03,7.50
874,43.20,7.50
875,43.22,7.55
876,42.89,7.47
877,43.21,7.48
878,43.29,7.50
879,43.20,7.49
880,43.26,7.51
881,43.02,7.51
882,43.20,7.50
883,43.24,7.52
884,43.22,7.44
885,43.26,7.51
886,43.00,7.46
887,42.98,7.49
888,43.08,7.50
889,43.28,7.52
890,43.29,7.50
891,43.20,7.56
892,43.05,7.48
893,43.19,7.51
894,43.22,7.50
895,43.28,7.54
896,43.02,7.56
897,43.14,7.45
898,43.14,7.47
899,43.37,7.55
900,43.18,7.48
901,43.17,7.52
902,43.07,7.51
903,43.10,7.49
904,43.18,7.50
905,43.27,7.49
906,43.06,7.51
907,43.07,7.46
908,43.12,7.50
909,43.23,7.47
910,43.31,7.51
911,43.05,7.48
912,43.07,7.51
913,43.18,7.46
914,43.31,7.52
915,43.21,7.51
916,43.04,7.47
917,43.01,7.48
918,43.17,7.49
919,43.01,7.51
920,43.26,7.56
921,43.11,7.50
922,43.12,7.49
923,43.08,7.49
924,42.63,7.37
925,43.24,7.48
926,43.15,7.50
927,43.10,7.47
928,43.22,7.47
929,43.14,7.48
930,43.26,7.49
931,43.10,7.47
932,42.96,7.49
933,43.19,7.50
934,43.12,7.48
935,43.21,7.50
936,43.05,7.47
937,43.08,7.44
938,43.28,7.52
939,43.25,7.50
940,43.29,7.52
941,43.04,7.47
942,42.95,7.47
943,43.27,7.51
944,43.29,7.53
945,43.24,7.50
946,43.19,7.52
947,43.07,7.46
948,43.22,7.48
949,43.12,7.49
950,43.23,7.51
951,43.09,7.50
952,42.95,7.46
953,43.27,7.51
