time,pid,count,event
1,465021,13909,cycles
1,465017,13847,cycles
1,311,12233,cycles
1,808,7473,cycles
1,310,6696,cycles
1,648761,26170647,instructions
1,629354,9348551,instructions
1,648052,9303884,instructions
1,629353,2932798,instructions
1,648051,2832216,instructions
1,648029,1646739,instructions
1,629101,713512,instructions
1,648040,358437,instructions
1,647972,242212,instructions
1,465034,240515,instructions
1,42066,214463,instructions
1,629137,184038,instructions
1,629342,167600,instructions
1,647539,92096,instructions
1,648037,79319,instructions
1,648036,77610,instructions
1,629123,75323,instructions
1,648038,67725,instructions
1,15,61615,instructions
1,629121,60054,instructions
1,648767,48820,instructions
1,647531,44486,instructions
1,648039,37622,instructions
1,648763,36584,instructions
1,238520,34512,instructions
1,648437,34502,instructions
1,465059,25567,instructions
1,465030,24599,instructions
1,90240,21489,instructions
1,465033,19639,instructions
1,465032,19253,instructions
1,465031,19185,instructions
1,465049,18916,instructions
1,647691,18799,instructions
1,104341,18457,instructions
1,629122,15123,instructions
1,629124,15123,instructions
1,90239,13700,instructions
1,510689,9721,instructions
1,922,9282,instructions
1,87482,8874,instructions
1,465046,8791,instructions
1,465019,6845,instructions
1,465021,6842,instructions
1,311,6183,instructions
1,465017,5658,instructions
1,911,5646,instructions
1,465020,5597,instructions
1,310,4319,instructions
1,808,4123,instructions
1,648761,41318565,ref-cycles
1,629354,17454843,ref-cycles
1,648052,15182116,ref-cycles
1,629353,5069628,ref-cycles
1,648029,4848959,ref-cycles
1,648051,4491247,ref-cycles
1,629101,2157515,ref-cycles
1,648040,1087049,ref-cycles
1,629137,969864,ref-cycles
1,629342,798491,ref-cycles
1,647972,796375,ref-cycles
1,465034,775445,ref-cycles
1,42066,448891,ref-cycles
1,647531,431181,ref-cycles
1,648038,214176,ref-cycles
1,648037,171304,ref-cycles
1,648767,162219,ref-cycles
1,629123,159574,ref-cycles
1,647539,154353,ref-cycles
1,648036,130019,ref-cycles
1,15,129168,ref-cycles
1,648039,112194,ref-cycles
1,629121,111780,ref-cycles
1,648437,110791,ref-cycles
1,648763,108560,ref-cycles
1,465049,106421,ref-cycles
1,238520,105731,ref-cycles
1,647691,103983,ref-cycles
1,90240,91080,ref-cycles
1,465030,89976,ref-cycles
1,465033,61916,ref-cycles
1,465059,61111,ref-cycles
1,90239,56902,ref-cycles
1,104341,55982,ref-cycles
1,510689,54763,ref-cycles
1,629122,53820,ref-cycles
1,629124,52716,ref-cycles
1,922,46966,ref-cycles
1,87482,35834,ref-cycles
1,465031,31303,ref-cycles
1,465032,29279,ref-cycles
1,465046,26841,ref-cycles
1,311,23460,ref-cycles
1,465020,21482,ref-cycles
1,911,14352,ref-cycles
1,808,14329,ref-cycles
1,465019,13915,ref-cycles
1,465021,13915,ref-cycles
1,465017,13846,ref-cycles
1,310,12834,ref-cycles
1,648761,7228,LLC-load-misses
1,648029,821,LLC-load-misses
1,647531,533,LLC-load-misses
1,629101,471,LLC-load-misses
1,647539,347,LLC-load-misses
1,465049,243,LLC-load-misses
1,647691,193,LLC-load-misses
1,510689,118,LLC-load-misses
1,922,107,LLC-load-misses
1,90240,74,LLC-load-misses
1,629123,62,LLC-load-misses
1,648040,61,LLC-load-misses
1,87482,51,LLC-load-misses
1,648037,51,LLC-load-misses
1,648036,49,LLC-load-misses
1,629137,48,LLC-load-misses
1,629342,48,LLC-load-misses
1,465046,42,LLC-load-misses
1,648052,33,LLC-load-misses
1,90239,29,LLC-load-misses
1,42066,21,LLC-load-misses
1,465019,21,LLC-load-misses
1,465021,21,LLC-load-misses
1,629354,21,LLC-load-misses
1,648038,19,LLC-load-misses
1,647972,18,LLC-load-misses
1,311,16,LLC-load-misses
1,911,15,LLC-load-misses
1,465017,15,LLC-load-misses
1,808,14,LLC-load-misses
1,310,13,LLC-load-misses
1,465020,13,LLC-load-misses
1,648039,11,LLC-load-misses
1,465059,7,LLC-load-misses
1,629121,7,LLC-load-misses
1,465030,6,LLC-load-misses
1,465034,6,LLC-load-misses
1,629353,5,LLC-load-misses
1,15,4,LLC-load-misses
1,465033,4,LLC-load-misses
1,104341,3,LLC-load-misses
1,238520,2,LLC-load-misses
1,465031,2,LLC-load-misses
1,648767,2,LLC-load-misses
1,465032,1,LLC-load-misses
1,629124,1,LLC-load-misses
1,648761,163470,LLC-loads
1,629354,114697,LLC-loads
1,648029,40984,LLC-loads
1,648051,30808,LLC-loads
1,629353,23861,LLC-loads
1,629101,19326,LLC-loads
1,648040,7444,LLC-loads
1,629137,6785,LLC-loads
1,42066,5167,LLC-loads
1,647972,4386,LLC-loads
1,465034,4144,LLC-loads
1,629342,3817,LLC-loads
1,647539,1859,LLC-loads
1,647531,1666,LLC-loads
1,629123,1276,LLC-loads
1,648038,1044,LLC-loads
1,629121,1019,LLC-loads
1,648767,869,LLC-loads
1,465049,852,LLC-loads
1,648036,756,LLC-loads
1,648037,726,LLC-loads
1,465059,620,LLC-loads
1,648437,600,LLC-loads
1,238520,568,LLC-loads
1,648039,524,LLC-loads
1,90240,506,LLC-loads
1,15,499,LLC-loads
1,104341,481,LLC-loads
1,648763,480,LLC-loads
1,647691,479,LLC-loads
1,465033,476,LLC-loads
1,465030,412,LLC-loads
1,90239,283,LLC-loads
1,510689,275,LLC-loads
1,465031,234,LLC-loads
1,922,233,LLC-loads
1,465032,229,LLC-loads
1,629124,208,LLC-loads
1,629122,200,LLC-loads
1,465046,146,LLC-loads
1,808,139,LLC-loads
1,87482,139,LLC-loads
1,465020,137,LLC-loads
1,311,91,LLC-loads
1,310,79,LLC-loads
1,911,74,LLC-loads
1,465017,55,LLC-loads
1,465021,53,LLC-loads
1,465019,50,LLC-loads
1,648761,13,LLC-store-misses
1,629354,5,LLC-store-misses
1,648052,1,LLC-store-misses
1,648761,16884,LLC-stores
1,648052,6823,LLC-stores
1,648051,1516,LLC-stores
1,648761,46603617,cycles
1,629354,21878823,cycles
1,648052,20229700,cycles
1,648034,7076649,cycles
1,648051,6223108,cycles
1,629101,2003895,cycles
1,647531,998213,cycles
1,629331,957262,cycles
1,648040,824948,cycles
1,647972,651396,cycles
1,465034,555831,cycles
1,42066,453672,cycles
1,629123,131354,cycles
1,648036,125841,cycles
1,629340,122937,cycles
1,648767,96497,cycles
1,15,69294,cycles
1,648437,65721,cycles
1,465033,64357,cycles
1,238520,64205,cycles
1,648763,61145,cycles
1,465059,57188,cycles
1,629122,43742,cycles
1,465030,43001,cycles
1,648037,40868,cycles
1,629341,39444,cycles
1,648038,39017,cycles
1,465031,31807,cycles
1,465032,30449,cycles
1,629339,29511,cycles
1,465029,28934,cycles
1,647539,27337,cycles
1,88546,27063,cycles
1,629338,23714,cycles
1,630151,22239,cycles
1,629124,19133,cycles
1,87483,18438,cycles
1,629121,15400,cycles
1,465023,14943,cycles
1,87480,14497,cycles
1,465018,13104,cycles
1,465022,11130,cycles
1,465014,9676,cycles
1,465016,7890,cycles
1,465012,7687,cycles
1,16,7437,cycles
1,648761,42379442,instructions
1,648052,12319030,instructions
1,629354,11679283,instructions
1,648034,9074403,instructions
1,648051,3856263,instructions
1,647531,1020423,instructions
1,629101,734150,instructions
1,648040,369597,instructions
1,629331,251513,instructions
1,465034,243503,instructions
1,647972,242274,instructions
1,42066,220765,instructions
1,629342,163026,instructions
1,629123,117099,instructions
1,629137,113372,instructions
1,648036,72445,instructions
1,648039,65397,instructions
1,15,48822,instructions
1,629340,44369,instructions
1,648767,41935,instructions
1,238520,35057,instructions
1,648437,34835,instructions
1,648763,30941,instructions
1,465059,23714,instructions
1,465030,23561,instructions
1,104341,22796,instructions
1,648037,20231,instructions
1,648038,20210,instructions
1,629122,20174,instructions
1,465033,19747,instructions
1,465031,19355,instructions
1,465032,19272,instructions
1,647539,17004,instructions
1,629341,14475,instructions
1,465023,12487,instructions
1,629339,11374,instructions
1,629338,10831,instructions
1,629121,10072,instructions
1,629124,10072,instructions
1,630151,8992,instructions
1,87480,8829,instructions
1,87483,8822,instructions
1,88546,8809,instructions
1,465029,8268,instructions
1,465014,7589,instructions
1,465022,7472,instructions
1,465018,5618,instructions
1,465012,5616,instructions
1,465016,5616,instructions
1,16,3765,instructions
1,648761,44084184,ref-cycles
1,648052,20482581,ref-cycles
1,629354,19402128,ref-cycles
1,648034,7076640,ref-cycles
1,648051,6248249,ref-cycles
1,629101,2462288,ref-cycles
1,648040,1138477,ref-cycles
1,647531,1051261,ref-cycles
1,629331,994566,ref-cycles
1,647972,819421,ref-cycles
1,465034,781264,ref-cycles
1,629137,692346,ref-cycles
1,42066,586109,ref-cycles
1,629342,470879,ref-cycles
1,648036,191889,ref-cycles
1,629123,190463,ref-cycles
1,648767,168636,ref-cycles
1,648039,161943,ref-cycles
1,629340,122935,ref-cycles
1,648437,115644,ref-cycles
1,238520,112424,ref-cycles
1,648763,107985,ref-cycles
1,15,99567,ref-cycles
1,104341,84111,ref-cycles
1,629122,83858,ref-cycles
1,465030,67712,ref-cycles
1,465033,64331,ref-cycles
1,648037,59294,ref-cycles
1,465059,57201,ref-cycles
1,630151,42619,ref-cycles
1,647539,39560,ref-cycles
1,629341,39445,ref-cycles
1,648038,39008,ref-cycles
1,87483,35351,ref-cycles
1,465031,31832,ref-cycles
1,465032,30475,ref-cycles
1,629339,29509,ref-cycles
1,629124,29371,ref-cycles
1,465029,28934,ref-cycles
1,465023,28635,ref-cycles
1,87480,27784,ref-cycles
1,88546,27071,ref-cycles
1,465018,25116,ref-cycles
1,629338,23713,ref-cycles
1,629121,22218,ref-cycles
1,465022,21344,ref-cycles
1,465014,18538,ref-cycles
1,465016,15111,ref-cycles
1,465012,14720,ref-cycles
1,16,14260,ref-cycles
1,647531,1295,LLC-load-misses
1,648029,1122,LLC-load-misses
1,648034,1092,LLC-load-misses
1,648761,1005,LLC-load-misses
1,629331,980,LLC-load-misses
1,629101,459,LLC-load-misses
1,648040,201,LLC-load-misses
1,648039,65,LLC-load-misses
1,630151,48,LLC-load-misses
1,629354,42,LLC-load-misses
1,629340,41,LLC-load-misses
1,87483,40,LLC-load-misses
1,88546,38,LLC-load-misses
1,648036,35,LLC-load-misses
1,629342,34,LLC-load-misses
1,87480,31,LLC-load-misses
1,465029,28,LLC-load-misses
1,629341,28,LLC-load-misses
1,648051,25,LLC-load-misses
1,629339,21,LLC-load-misses
1,629123,17,LLC-load-misses
1,629137,16,LLC-load-misses
1,629338,13,LLC-load-misses
1,648052,13,LLC-load-misses
1,16,9,LLC-load-misses
1,42066,9,LLC-load-misses
1,104341,9,LLC-load-misses
1,647972,9,LLC-load-misses
1,465012,3,LLC-load-misses
1,465016,3,LLC-load-misses
1,465022,3,LLC-load-misses
1,465059,3,LLC-load-misses
1,629353,3,LLC-load-misses
1,465014,2,LLC-load-misses
1,465018,2,LLC-load-misses
1,465023,2,LLC-load-misses
1,465033,2,LLC-load-misses
1,465034,2,LLC-load-misses
1,647539,2,LLC-load-misses
1,465032,1,LLC-load-misses
1,629122,1,LLC-load-misses
1,648437,1,LLC-load-misses
1,648767,1,LLC-load-misses
1,648761,228585,LLC-loads
1,629354,141488,LLC-loads
1,648052,134243,LLC-loads
1,648029,37894,LLC-loads
1,629353,28890,LLC-loads
1,629101,21000,LLC-loads
1,648034,11121,LLC-loads
1,629331,7623,LLC-loads
1,648040,7298,LLC-loads
1,42066,5010,LLC-loads
1,647972,4470,LLC-loads
1,465034,4175,LLC-loads
1,629137,3849,LLC-loads
1,629342,3749,LLC-loads
1,629123,2083,LLC-loads
1,647531,1784,LLC-loads
1,648767,874,LLC-loads
1,648036,838,LLC-loads
1,629340,830,LLC-loads
1,648039,712,LLC-loads
1,104341,703,LLC-loads
1,238520,624,LLC-loads
1,648437,548,LLC-loads
1,465059,532,LLC-loads
1,465033,492,LLC-loads
1,648763,489,LLC-loads
1,15,438,LLC-loads
1,465030,345,LLC-loads
1,629122,342,LLC-loads
1,647539,250,LLC-loads
1,465031,238,LLC-loads
1,629341,231,LLC-loads
1,465032,227,LLC-loads
1,648037,217,LLC-loads
1,465029,202,LLC-loads
1,630151,176,LLC-loads
1,88546,164,LLC-loads
1,87483,157,LLC-loads
1,648038,152,LLC-loads
1,629339,150,LLC-loads
1,629338,128,LLC-loads
1,465018,120,LLC-loads
1,629121,113,LLC-loads
1,629124,95,LLC-loads
1,465022,86,LLC-loads
1,465023,84,LLC-loads
1,87480,83,LLC-loads
1,465014,73,LLC-loads
1,465012,53,LLC-loads
1,465016,44,LLC-loads
1,16,38,LLC-loads
1,648029,1227,LLC-store-misses
1,648761,41,LLC-store-misses
1,629354,2,LLC-store-misses
1,648052,8715,LLC-stores
1,629354,8457,LLC-stores
1,648761,6715,LLC-stores
1,648051,2052,LLC-stores
1,648761,44265468,cycles
1,648052,25041431,cycles
1,648051,7414245,cycles
1,629101,854580,cycles
1,465034,810639,cycles
1,647972,367304,cycles
1,648040,347020,cycles
1,42066,272532,cycles
1,648767,128076,cycles
1,648763,79591,cycles
1,238520,76749,cycles
1,648038,75586,cycles
1,648437,72748,cycles
1,15,71544,cycles
1,629123,65613,cycles
1,647531,44461,cycles
1,465059,41922,cycles
1,465033,36693,cycles
1,465024,33977,cycles
1,465054,26748,cycles
1,465030,21603,cycles
1,648037,20341,cycles
1,629122,20080,cycles
1,648036,19749,cycles
1,465045,19135,cycles
1,465031,19134,cycles
1,465032,18341,cycles
1,648053,17735,cycles
1,629355,16836,cycles
1,510801,16223,cycles
1,465020,14380,cycles
1,647539,13708,cycles
1,311,11477,cycles
1,465019,9707,cycles
1,629121,8189,cycles
1,465021,7560,cycles
1,629124,7209,cycles
1,310,6816,cycles
1,465017,4877,cycles
1,648761,42704561,instructions
1,629354,15571092,instructions
1,648052,14831251,instructions
1,648051,4643519,instructions
1,629101,340693,instructions
1,465034,254399,instructions
1,648040,169462,instructions
1,629137,152910,instructions
1,42066,146732,instructions
1,647972,130922,instructions
1,629342,84651,instructions
1,15,58113,instructions
1,629123,54502,instructions
1,648038,54129,instructions
1,648767,45866,instructions
1,238520,38593,instructions
1,648437,38303,instructions
1,648763,38094,instructions
1,647531,30586,instructions
1,465059,16708,instructions
1,465030,15730,instructions
1,465033,13079,instructions
1,465032,12785,instructions
1,465031,12747,instructions
1,104341,12234,instructions
1,629122,10087,instructions
1,465017,9928,instructions
1,648036,9452,instructions
1,648037,9380,instructions
1,648039,9338,instructions
1,465024,9268,instructions
1,647539,8432,instructions
1,465054,7909,instructions
1,465045,7842,instructions
1,648053,7331,instructions
1,629355,7290,instructions
1,465019,7140,instructions
1,510801,6974,instructions
1,465021,5602,instructions
1,465020,5586,instructions
1,311,5492,instructions
1,310,5398,instructions
1,629121,5036,instructions
1,629124,5036,instructions
1,648761,44337565,ref-cycles
1,629354,26680805,ref-cycles
1,648052,24912961,ref-cycles
1,648051,8071505,ref-cycles
1,629101,935709,ref-cycles
1,465034,782828,ref-cycles
1,629137,740876,ref-cycles
1,42066,439346,ref-cycles
1,629342,379615,ref-cycles
1,647972,378718,ref-cycles
1,648040,362664,ref-cycles
1,648767,164151,ref-cycles
1,238520,123050,ref-cycles
1,648437,119094,ref-cycles
1,648038,118105,ref-cycles
1,15,113551,ref-cycles
1,648763,101430,ref-cycles
1,647531,85238,ref-cycles
1,629123,65619,ref-cycles
1,465033,53337,ref-cycles
1,465054,51267,ref-cycles
1,104341,49956,ref-cycles
1,465059,41929,ref-cycles
1,465030,41423,ref-cycles
1,629122,38479,ref-cycles
1,648036,37858,ref-cycles
1,465024,33994,ref-cycles
1,648053,33994,ref-cycles
1,629355,32292,ref-cycles
1,510801,31096,ref-cycles
1,465017,27876,ref-cycles
1,465031,27738,ref-cycles
1,465020,27554,ref-cycles
1,465032,26565,ref-cycles
1,647539,26266,ref-cycles
1,648037,20332,ref-cycles
1,465045,19136,ref-cycles
1,465019,18607,ref-cycles
1,648039,15778,ref-cycles
1,465021,14490,ref-cycles
1,629124,13823,ref-cycles
1,310,13087,ref-cycles
1,311,11477,ref-cycles
1,629121,8188,ref-cycles
1,648761,372,LLC-load-misses
1,647531,243,LLC-load-misses
1,629101,202,LLC-load-misses
1,465054,79,LLC-load-misses
1,465045,45,LLC-load-misses
1,465024,43,LLC-load-misses
1,510801,41,LLC-load-misses
1,648040,32,LLC-load-misses
1,629355,25,LLC-load-misses
1,648053,23,LLC-load-misses
1,648038,21,LLC-load-misses
1,465017,13,LLC-load-misses
1,629137,13,LLC-load-misses
1,629342,13,LLC-load-misses
1,42066,11,LLC-load-misses
1,629354,10,LLC-load-misses
1,648052,10,LLC-load-misses
1,629123,9,LLC-load-misses
1,648051,7,LLC-load-misses
1,465034,4,LLC-load-misses
1,647972,4,LLC-load-misses
1,310,3,LLC-load-misses
1,311,3,LLC-load-misses
1,465020,2,LLC-load-misses
1,465021,2,LLC-load-misses
1,648767,2,LLC-load-misses
1,238520,1,LLC-load-misses
1,465030,1,LLC-load-misses
1,465059,1,LLC-load-misses
1,648437,1,LLC-load-misses
1,648761,227716,LLC-loads
1,629354,173617,LLC-loads
1,648052,163006,LLC-loads
1,648051,37381,LLC-loads
1,629353,34849,LLC-loads
1,648029,17350,LLC-loads
1,629101,8903,LLC-loads
1,629137,5034,LLC-loads
1,465034,4188,LLC-loads
1,648040,3401,LLC-loads
1,42066,3152,LLC-loads
1,647972,2251,LLC-loads
1,629342,2046,LLC-loads
1,648767,1035,LLC-loads
1,629123,1006,LLC-loads
1,648437,681,LLC-loads
1,238520,575,LLC-loads
1,648038,533,LLC-loads
1,648763,531,LLC-loads
1,465059,421,LLC-loads
1,647531,366,LLC-loads
1,104341,348,LLC-loads
1,465033,319,LLC-loads
1,15,260,LLC-loads
1,648053,180,LLC-loads
1,465024,176,LLC-loads
1,465054,165,LLC-loads
1,629122,165,LLC-loads
1,465032,158,LLC-loads
1,629355,157,LLC-loads
1,465030,154,LLC-loads
1,465031,151,LLC-loads
1,648036,146,LLC-loads
1,465020,122,LLC-loads
1,510801,114,LLC-loads
1,647539,114,LLC-loads
1,648037,109,LLC-loads
1,465017,99,LLC-loads
1,465045,98,LLC-loads
1,310,85,LLC-loads
1,311,85,LLC-loads
1,465019,65,LLC-loads
1,648039,65,LLC-loads
1,629121,51,LLC-loads
1,629124,46,LLC-loads
1,465021,41,LLC-loads
1,648029,65,LLC-store-misses
1,648761,41,LLC-store-misses
1,648052,3,LLC-store-misses
1,648052,12796,LLC-stores
1,648761,11419,LLC-stores
1,648051,2684,LLC-stores
2,648761,36353092,cycles
2,629354,34995624,cycles
2,648052,32972067,cycles
2,629353,7139769,cycles
2,648051,6967502,cycles
2,629142,3734945,cycles
2,629101,1613663,cycles
2,648029,1417958,cycles
2,42066,405271,cycles
2,647972,381179,cycles
2,14,286614,cycles
2,647531,245525,cycles
2,648762,233156,cycles
2,15,229817,cycles
2,648767,118039,cycles
2,629123,114758,cycles
2,238520,76013,cycles
2,648037,73964,cycles
2,648763,72179,cycles
2,648437,70431,cycles
2,629124,56606,cycles
2,465033,56330,cycles
2,465030,56208,cycles
2,465059,52733,cycles
2,629121,50654,cycles
2,922,33316,cycles
2,465031,29197,cycles
2,510689,27694,cycles
2,465032,27462,cycles
2,629122,27388,cycles
2,647539,25805,cycles
2,648038,19102,cycles
2,87481,18526,cycles
2,484037,17051,cycles
2,465023,14072,cycles
2,465022,14016,cycles
2,648036,13726,cycles
2,911,12340,cycles
2,465018,12072,cycles
2,311,10224,cycles
2,465014,9241,cycles
2,465016,8557,cycles
2,465012,7180,cycles
2,648761,25692347,instructions
2,648052,20621140,instructions
2,629354,20494489,instructions
2,629353,5314826,instructions
2,648051,4698062,instructions
2,629142,4643182,instructions
2,629101,778648,instructions
2,648029,578032,instructions
2,465034,302614,instructions
2,14,292006,instructions
2,648040,226887,instructions
2,42066,220210,instructions
2,15,176360,instructions
2,647972,163423,instructions
2,647531,162375,instructions
2,648762,124687,instructions
2,629342,103787,instructions
2,629123,98727,instructions
2,629121,55578,instructions
2,648037,54471,instructions
2,648767,47863,instructions
2,629124,43403,instructions
2,648437,38831,instructions
2,238520,37798,instructions
2,648763,35848,instructions
2,465059,24931,instructions
2,465030,23331,instructions
2,465033,19604,instructions
2,465031,19218,instructions
2,465032,19215,instructions
2,104341,18377,instructions
2,647539,17045,instructions
2,629122,15123,instructions
2,465023,12407,instructions
2,510689,10391,instructions
2,922,10301,instructions
2,648038,9452,instructions
2,648039,9397,instructions
2,648036,9338,instructions
2,484037,8507,instructions
2,465014,7311,instructions
2,87481,7004,instructions
2,311,6183,instructions
2,465016,6149,instructions
2,911,5752,instructions
2,465022,5619,instructions
2,465012,5596,instructions
2,465018,5579,instructions
2,648761,40019759,ref-cycles
2,629354,35754775,ref-cycles
2,648052,33913794,ref-cycles
2,629137,21754228,ref-cycles
2,648051,9457096,ref-cycles
2,629353,7141635,ref-cycles
2,629142,3723999,ref-cycles
2,629101,1782224,ref-cycles
2,648029,1430920,ref-cycles
2,465034,789291,ref-cycles
2,42066,511267,ref-cycles
2,648040,475778,ref-cycles
2,647972,458666,ref-cycles
2,14,299690,ref-cycles
2,647531,279956,ref-cycles
2,15,266984,ref-cycles
2,648762,233174,ref-cycles
2,629123,213578,ref-cycles
2,629342,196305,ref-cycles
2,648767,151455,ref-cycles
2,629124,108514,ref-cycles
2,648437,104696,ref-cycles
2,238520,99659,ref-cycles
2,648763,91885,ref-cycles
2,648037,73968,ref-cycles
2,465033,71162,ref-cycles
2,465030,68126,ref-cycles
2,465059,68011,ref-cycles
2,104341,66194,ref-cycles
2,922,63848,ref-cycles
2,510689,53084,ref-cycles
2,629122,52509,ref-cycles
2,629121,50646,ref-cycles
2,647539,37651,ref-cycles
2,465031,37536,ref-cycles
2,648038,36616,ref-cycles
2,465032,35282,ref-cycles
2,465023,26979,ref-cycles
2,465022,26864,ref-cycles
2,911,23644,ref-cycles
2,465018,23161,ref-cycles
2,311,19596,ref-cycles
2,87481,18538,ref-cycles
2,648039,17733,ref-cycles
2,465014,17710,ref-cycles
2,484037,17066,ref-cycles
2,465016,16422,ref-cycles
2,465012,13754,ref-cycles
2,648036,13731,ref-cycles
2,629137,4347,LLC-load-misses
2,647531,1296,LLC-load-misses
2,629142,655,LLC-load-misses
2,629101,599,LLC-load-misses
2,648762,295,LLC-load-misses
2,629123,261,LLC-load-misses
2,648761,111,LLC-load-misses
2,510689,58,LLC-load-misses
2,922,56,LLC-load-misses
2,648040,39,LLC-load-misses
2,648037,36,LLC-load-misses
2,14,34,LLC-load-misses
2,648052,31,LLC-load-misses
2,484037,25,LLC-load-misses
2,629342,21,LLC-load-misses
2,87481,20,LLC-load-misses
2,647972,15,LLC-load-misses
2,629124,13,LLC-load-misses
2,911,10,LLC-load-misses
2,42066,7,LLC-load-misses
2,465022,5,LLC-load-misses
2,311,4,LLC-load-misses
2,465023,4,LLC-load-misses
2,629121,4,LLC-load-misses
2,629354,4,LLC-load-misses
2,465016,3,LLC-load-misses
2,465018,3,LLC-load-misses
2,465030,3,LLC-load-misses
2,465033,3,LLC-load-misses
2,648036,3,LLC-load-misses
2,648767,3,LLC-load-misses
2,465012,2,LLC-load-misses
2,465034,2,LLC-load-misses
2,465059,2,LLC-load-misses
2,15,1,LLC-load-misses
2,465031,1,LLC-load-misses
2,647539,1,LLC-load-misses
2,648038,1,LLC-load-misses
2,648051,1,LLC-load-misses
2,648437,1,LLC-load-misses
2,648763,1,LLC-load-misses
2,629137,361798,LLC-loads
2,648761,285065,LLC-loads
2,629354,256417,LLC-loads
2,648052,237201,LLC-loads
2,629353,56972,LLC-loads
2,648051,53570,LLC-loads
2,629101,17474,LLC-loads
2,648029,15631,LLC-loads
2,629142,7213,LLC-loads
2,465034,4915,LLC-loads
2,42066,4735,LLC-loads
2,648040,3399,LLC-loads
2,14,3046,LLC-loads
2,647972,3002,LLC-loads
2,647531,1846,LLC-loads
2,629342,1767,LLC-loads
2,648762,1521,LLC-loads
2,629123,1365,LLC-loads
2,629124,1169,LLC-loads
2,648767,913,LLC-loads
2,15,876,LLC-loads
2,238520,669,LLC-loads
2,648437,649,LLC-loads
2,465059,612,LLC-loads
2,465030,580,LLC-loads
2,648037,515,LLC-loads
2,648763,514,LLC-loads
2,104341,506,LLC-loads
2,465033,485,LLC-loads
2,629121,447,LLC-loads
2,510689,278,LLC-loads
2,647539,248,LLC-loads
2,922,245,LLC-loads
2,465031,233,LLC-loads
2,465032,228,LLC-loads
2,629122,217,LLC-loads
2,648038,167,LLC-loads
2,465022,161,LLC-loads
2,484037,158,LLC-loads
2,87481,148,LLC-loads
2,465018,122,LLC-loads
2,648039,115,LLC-loads
2,911,114,LLC-loads
2,465023,93,LLC-loads
2,648036,78,LLC-loads
2,311,68,LLC-loads
2,465014,61,LLC-loads
2,465012,56,LLC-loads
2,465016,44,LLC-loads
2,629137,230,LLC-store-misses
2,648761,52,LLC-store-misses
2,648029,12,LLC-store-misses
2,629353,1,LLC-store-misses
2,648761,26245,LLC-stores
2,648052,16594,LLC-stores
2,629354,15234,LLC-stores
2,648051,2290,LLC-stores
2,629353,2024,LLC-stores
2,648029,1426,LLC-stores
2,648761,62192748,cycles
2,629354,61306640,cycles
2,648052,56470157,cycles
2,629353,17231415,cycles
2,648051,15888385,cycles
2,648029,3504202,cycles
2,647531,1033566,cycles
2,647972,823791,cycles
2,629331,777286,cycles
2,42066,530044,cycles
2,629124,197549,cycles
2,648036,155267,cycles
2,648038,142887,cycles
2,648767,127723,cycles
2,15,113085,cycles
2,647539,105103,cycles
2,629339,103011,cycles
2,238520,95153,cycles
2,648763,81936,cycles
2,648437,77619,cycles
2,465059,76457,cycles
2,629122,75629,cycles
2,465033,71465,cycles
2,465030,67975,cycles
2,465049,62673,cycles
2,647691,61850,cycles
2,648037,53872,cycles
2,90240,48563,cycles
2,629123,44690,cycles
2,629121,41153,cycles
2,465031,37430,cycles
2,465032,37239,cycles
2,629338,33192,cycles
2,90239,29835,cycles
2,629341,24930,cycles
2,629340,20046,cycles
2,465046,19535,cycles
2,87483,19142,cycles
2,465029,19034,cycles
2,88546,17277,cycles
2,87482,16783,cycles
2,465023,16519,cycles
2,465020,15295,cycles
2,87480,13466,cycles
2,465018,12358,cycles
2,465022,10391,cycles
2,465019,9181,cycles
2,465014,9085,cycles
2,465021,8809,cycles
2,465016,7747,cycles
2,465012,7376,cycles
2,310,6305,cycles
2,648761,44870801,instructions
2,629354,36533347,instructions
2,648052,36233157,instructions
2,629353,10593165,instructions
2,648051,10297532,instructions
2,648029,1511911,instructions
2,629101,1478041,instructions
2,647531,889772,instructions
2,648040,416357,instructions
2,647972,327984,instructions
2,42066,299421,instructions
2,629331,252637,instructions
2,629342,214723,instructions
2,629124,162376,instructions
2,647539,109002,instructions
2,648036,104697,instructions
2,15,93544,instructions
2,648038,82462,instructions
2,648039,62911,instructions
2,629122,58348,instructions
2,648767,56034,instructions
2,238520,51129,instructions
2,648437,45364,instructions
2,629339,44383,instructions
2,648763,42203,instructions
2,465059,34637,instructions
2,465030,31798,instructions
2,648037,29597,instructions
2,629123,27087,instructions
2,465033,26285,instructions
2,465032,25654,instructions
2,465031,25552,instructions
2,104341,24664,instructions
2,629121,24519,instructions
2,647691,18047,instructions
2,465049,17794,instructions
2,629338,14492,instructions
2,90240,14155,instructions
2,465023,12553,instructions
2,90239,12286,instructions
2,629341,11357,instructions
2,629340,10831,instructions
2,87480,8740,instructions
2,87483,8712,instructions
2,88546,8528,instructions
2,465046,8205,instructions
2,465029,8151,instructions
2,465014,7631,instructions
2,87482,7052,instructions
2,465019,6898,instructions
2,465020,6802,instructions
2,465022,6802,instructions
2,465021,5622,instructions
2,465018,5608,instructions
2,465012,5603,instructions
2,465016,5603,instructions
2,465017,5597,instructions
2,310,4319,instructions
2,629354,63637796,ref-cycles
2,648761,62557255,ref-cycles
2,648052,58079317,ref-cycles
