time,id,power
2023-02-16 00:16:02.165841,0,99.7
2023-02-16 00:16:03.174705,1,109.8
2023-02-16 00:16:04.165906,2,93.7
2023-02-16 00:16:05.173640,3,93.8
2023-02-16 00:16:06.164538,4,93.9
2023-02-16 00:16:07.173852,5,93.9
2023-02-16 00:16:08.165392,6,94.2
2023-02-16 00:16:09.172778,7,94.5
2023-02-16 00:16:10.164076,8,94.7
2023-02-16 00:16:11.172239,9,94.9
2023-02-16 00:16:12.165114,10,94.9
2023-02-16 00:16:13.172565,11,95.0
2023-02-16 00:16:14.163333,12,100.2
2023-02-16 00:16:15.170973,13,100.0
2023-02-16 00:16:16.163733,14,99.6
2023-02-16 00:16:17.171137,15,99.3
2023-02-16 00:16:18.178019,16,99.0
2023-02-16 00:16:19.170804,17,98.7
2023-02-16 00:16:20.177396,18,98.7
2023-02-16 00:16:21.169384,19,98.4
2023-02-16 00:16:22.176744,20,97.9
2023-02-16 00:16:23.169050,21,97.6
2023-02-16 00:16:24.176604,22,97.2
2023-02-16 00:16:25.168707,23,97.0
2023-02-16 00:16:26.176025,24,96.7
2023-02-16 00:16:27.169755,25,96.4
2023-02-16 00:16:28.176169,26,96.1
2023-02-16 00:16:29.167439,27,96.0
2023-02-16 00:16:30.174304,28,96.1
2023-02-16 00:16:31.166745,29,95.9
2023-02-16 00:16:32.173963,30,110.2
2023-02-16 00:16:33.166331,31,110.7
2023-02-16 00:16:34.172653,32,94.8
2023-02-16 00:16:35.180849,33,95.0
2023-02-16 00:16:36.172880,34,95.2
2023-02-16 00:16:37.180303,35,95.1
2023-02-16 00:16:38.173098,36,95.1
2023-02-16 00:16:39.180744,37,95.0
2023-02-16 00:16:40.173030,38,116.4
2023-02-16 00:16:41.179818,39,99.9
2023-02-16 00:16:42.173444,40,130.5
2023-02-16 00:16:43.179276,41,96.4
2023-02-16 00:16:44.170883,42,96.1
2023-02-16 00:16:45.178381,43,107.3
2023-02-16 00:16:46.170834,44,132.1
2023-02-16 00:16:47.177931,45,132.3
2023-02-16 00:16:48.184786,46,132.4
2023-02-16 00:16:49.177605,47,132.4
2023-02-16 00:16:50.169105,48,132.3
2023-02-16 00:16:51.176851,49,132.4
2023-02-16 00:16:52.183553,50,132.4
2023-02-16 00:16:53.176607,51,132.5
2023-02-16 00:16:54.183314,52,132.5
2023-02-16 00:16:55.176302,53,132.4
2023-02-16 00:16:56.183504,54,132.3
2023-02-16 00:16:57.175329,55,132.4
2023-02-16 00:16:58.182840,56,132.5
2023-02-16 00:16:59.174844,57,132.5
2023-02-16 00:17:00.182090,58,132.5
2023-02-16 00:17:01.174133,59,132.5
2023-02-16 00:17:02.181704,60,132.6
2023-02-16 00:17:03.188768,61,132.6
2023-02-16 00:17:04.181520,62,132.7
2023-02-16 00:17:05.187749,63,132.6
2023-02-16 00:17:06.180644,64,132.7
2023-02-16 00:17:07.187600,65,132.8
2023-02-16 00:17:08.179957,66,132.9
2023-02-16 00:17:09.187527,67,133.0
2023-02-16 00:17:10.179416,68,132.9
2023-02-16 00:17:11.187093,69,132.8
2023-02-16 00:17:12.178816,70,132.6
2023-02-16 00:17:13.186308,71,132.8
2023-02-16 00:17:14.178414,72,132.8
2023-02-16 00:17:15.185839,73,132.8
2023-02-16 00:17:16.192833,74,132.8
2023-02-16 00:17:17.185628,75,132.9
2023-02-16 00:17:18.192627,76,133.0
2023-02-16 00:17:19.184791,77,132.7
2023-02-16 00:17:20.191665,78,132.4
2023-02-16 00:17:21.183991,79,132.1
2023-02-16 00:17:22.191589,80,131.9
2023-02-16 00:17:23.183836,81,131.9
2023-02-16 00:17:24.191270,82,131.8
2023-02-16 00:17:25.197863,83,131.7
2023-02-16 00:17:26.190482,84,131.5
2023-02-16 00:17:27.182253,85,131.3
2023-02-16 00:17:28.189847,86,131.0
2023-02-16 00:17:29.196639,87,130.8
2023-02-16 00:17:30.189402,88,130.8
