time,id,power
2023-02-13 19:48:45.526416,0,99.4
2023-02-13 19:48:46.517947,1,108.8
2023-02-13 19:48:47.524434,2,92.9
2023-02-13 19:48:48.516350,3,92.8
2023-02-13 19:48:49.523974,4,92.8
2023-02-13 19:48:50.515664,5,92.8
2023-02-13 19:48:51.523969,6,93.0
2023-02-13 19:48:52.515126,7,129.0
2023-02-13 19:48:53.522661,8,96.6
2023-02-13 19:48:54.515574,9,96.2
2023-02-13 19:48:55.522025,10,95.8
2023-02-13 19:48:56.513942,11,95.5
2023-02-13 19:48:57.521591,12,95.2
2023-02-13 19:48:58.513468,13,94.9
2023-02-13 19:48:59.520790,14,94.8
2023-02-13 19:49:00.513097,15,94.5
2023-02-13 19:49:01.520376,16,94.4
2023-02-13 19:49:02.512006,17,94.1
2023-02-13 19:49:03.519659,18,94.0
2023-02-13 19:49:04.511532,19,93.8
2023-02-13 19:49:05.519909,20,93.6
2023-02-13 19:49:06.526614,21,93.5
2023-02-13 19:49:07.518446,22,93.4
2023-02-13 19:49:08.510330,23,93.3
2023-02-13 19:49:09.518037,24,93.2
2023-02-13 19:49:10.525463,25,93.1
2023-02-13 19:49:11.517423,26,93.1
2023-02-13 19:49:12.509087,27,93.0
2023-02-13 19:49:13.516945,28,93.0
2023-02-13 19:49:14.524226,29,92.9
2023-02-13 19:49:15.516654,30,92.9
2023-02-13 19:49:16.523762,31,92.9
2023-02-13 19:49:17.515634,32,92.9
2023-02-13 19:49:18.523165,33,92.8
2023-02-13 19:49:19.515144,34,92.8
2023-02-13 19:49:20.523555,35,92.8
2023-02-13 19:49:21.514501,36,92.8
2023-02-13 19:49:22.522358,37,92.8
2023-02-13 19:49:23.514003,38,92.8
2023-02-13 19:49:24.521610,39,92.7
2023-02-13 19:49:25.514521,40,92.7
2023-02-13 19:49:26.521143,41,92.7
2023-02-13 19:49:27.512913,42,92.7
2023-02-13 19:49:28.520481,43,92.7
2023-02-13 19:49:29.512251,44,92.7
2023-02-13 19:49:30.520649,45,92.6
2023-02-13 19:49:31.511774,46,92.7
2023-02-13 19:49:32.519498,47,92.7
2023-02-13 19:49:33.526948,48,92.7
