time,id,power
2023-02-02 07:13:22.044570,0,132.8
2023-02-02 07:13:23.037155,1,132.8
2023-02-02 07:13:24.028735,2,132.8
2023-02-02 07:13:25.036627,3,132.8
2023-02-02 07:13:26.043752,4,132.8
2023-02-02 07:13:27.035992,5,132.9
2023-02-02 07:13:28.042472,6,132.9
2023-02-02 07:13:29.035392,7,132.9
2023-02-02 07:13:30.042343,8,132.9
2023-02-02 07:13:31.034685,9,132.9
2023-02-02 07:13:32.041423,10,132.9
2023-02-02 07:13:33.034098,11,132.9
2023-02-02 07:13:34.040955,12,132.9
2023-02-02 07:13:35.033759,13,132.8
2023-02-02 07:13:36.040164,14,132.9
2023-02-02 07:13:37.033024,15,132.9
2023-02-02 07:13:38.040409,16,132.9
2023-02-02 07:13:39.032473,17,132.9
2023-02-02 07:13:40.039906,18,132.8
2023-02-02 07:13:41.031749,19,132.8
2023-02-02 07:13:42.039035,20,132.8
2023-02-02 07:13:43.031094,21,132.9
2023-02-02 07:13:44.038479,22,132.9
2023-02-02 07:13:45.030400,23,132.9
2023-02-02 07:13:46.037832,24,132.9
2023-02-02 07:13:47.029895,25,132.9
2023-02-02 07:13:48.037456,26,133.0
2023-02-02 07:13:49.029333,27,132.9
2023-02-02 07:13:50.036708,28,133.0
2023-02-02 07:13:51.028985,29,132.9
2023-02-02 07:13:52.036317,30,133.0
2023-02-02 07:13:53.028203,31,133.0
2023-02-02 07:13:54.035602,32,132.9
2023-02-02 07:13:55.027628,33,132.9
2023-02-02 07:13:56.035190,34,132.8
2023-02-02 07:13:57.026993,35,132.8
2023-02-02 07:13:58.034901,36,132.8
2023-02-02 07:13:59.041682,37,132.8
2023-02-02 07:14:00.034300,38,132.7
2023-02-02 07:14:01.040552,39,132.7
2023-02-02 07:14:02.033516,40,132.8
2023-02-02 07:14:03.040380,41,132.8
2023-02-02 07:14:04.032832,42,132.7
2023-02-02 07:14:05.039526,43,132.8
2023-02-02 07:14:06.032995,44,132.8
