time,id,power
2023-02-09 08:47:23.511573,0,105.5
2023-02-09 08:47:24.520331,1,115.4
2023-02-09 08:47:25.513979,2,97.5
2023-02-09 08:47:26.504652,3,97.3
2023-02-09 08:47:27.512425,4,96.9
2023-02-09 08:47:28.519881,5,96.5
2023-02-09 08:47:29.511707,6,96.3
2023-02-09 08:47:30.503553,7,108.2
2023-02-09 08:47:31.511235,8,129.0
2023-02-09 08:47:32.519294,9,128.9
2023-02-09 08:47:33.510764,10,128.9
2023-02-09 08:47:34.502200,11,128.9
2023-02-09 08:47:35.510074,12,128.9
2023-02-09 08:47:36.517124,13,128.9
2023-02-09 08:47:37.509299,14,128.8
2023-02-09 08:47:38.501211,15,128.8
2023-02-09 08:47:39.508771,16,128.8
2023-02-09 08:47:40.515670,17,128.8
2023-02-09 08:47:41.508651,18,128.8
2023-02-09 08:47:42.499787,19,128.7
2023-02-09 08:47:43.507661,20,128.7
2023-02-09 08:47:44.514588,21,128.7
2023-02-09 08:47:45.506763,22,128.7
2023-02-09 08:47:46.498601,23,128.7
2023-02-09 08:47:47.506380,24,128.7
2023-02-09 08:47:48.513414,25,128.7
2023-02-09 08:47:49.505783,26,128.7
2023-02-09 08:47:50.497484,27,128.7
2023-02-09 08:47:51.505481,28,128.7
2023-02-09 08:47:52.497077,29,128.7
2023-02-09 08:47:53.504433,30,128.6
2023-02-09 08:47:54.496302,31,128.7
2023-02-09 08:47:55.504298,32,128.7
2023-02-09 08:47:56.495806,33,128.7
2023-02-09 08:47:57.503317,34,128.6
2023-02-09 08:47:58.509894,35,128.6
2023-02-09 08:47:59.503219,36,128.7
2023-02-09 08:48:00.494482,37,128.7
2023-02-09 08:48:01.502065,38,128.7
2023-02-09 08:48:02.508974,39,128.7
2023-02-09 08:48:03.501530,40,128.7
2023-02-09 08:48:04.493294,41,128.8
2023-02-09 08:48:05.500991,42,128.8
2023-02-09 08:48:06.507745,43,128.8
2023-02-09 08:48:07.500352,44,128.7
2023-02-09 08:48:08.492362,45,128.7
2023-02-09 08:48:09.499932,46,128.7
2023-02-09 08:48:10.506528,47,128.8
2023-02-09 08:48:11.499007,48,128.7
2023-02-09 08:48:12.490987,49,128.7
2023-02-09 08:48:13.498385,50,128.7
2023-02-09 08:48:14.490382,51,128.7
2023-02-09 08:48:15.497905,52,128.7
2023-02-09 08:48:16.489717,53,128.7
2023-02-09 08:48:17.497512,54,128.6
2023-02-09 08:48:18.489316,55,128.6
2023-02-09 08:48:19.496828,56,128.7
2023-02-09 08:48:20.488627,57,128.8
2023-02-09 08:48:21.496414,58,128.8
2023-02-09 08:48:22.488056,59,128.8
2023-02-09 08:48:23.495487,60,128.8
2023-02-09 08:48:24.487472,61,128.9
2023-02-09 08:48:25.494972,62,128.9
2023-02-09 08:48:26.486775,63,128.9
2023-02-09 08:48:27.494323,64,128.9
2023-02-09 08:48:28.487102,65,128.9
2023-02-09 08:48:29.493706,66,129.0
2023-02-09 08:48:30.486024,67,129.0
2023-02-09 08:48:31.493415,68,129.0
2023-02-09 08:48:32.485186,69,128.9
2023-02-09 08:48:33.491403,70,128.9
2023-02-09 08:48:34.484606,71,129.0
2023-02-09 08:48:35.492131,72,129.0
2023-02-09 08:48:36.484527,73,129.0
2023-02-09 08:48:37.491355,74,128.9
2023-02-09 08:48:38.483694,75,129.0
2023-02-09 08:48:39.491068,76,129.0
2023-02-09 08:48:40.482953,77,129.0
2023-02-09 08:48:41.490380,78,129.0
2023-02-09 08:48:42.482297,79,129.0
2023-02-09 08:48:43.490002,80,129.0
2023-02-09 08:48:44.481856,81,129.0
2023-02-09 08:48:45.489194,82,129.0
2023-02-09 08:48:46.481114,83,129.0
2023-02-09 08:48:47.488861,84,129.0
2023-02-09 08:48:48.479229,85,129.0
2023-02-09 08:48:49.488315,86,129.0
2023-02-09 08:48:50.479960,87,129.0
2023-02-09 08:48:51.487636,88,129.0
2023-02-09 08:48:52.479545,89,129.0
2023-02-09 08:48:53.485637,90,129.0
2023-02-09 08:48:54.478989,91,129.0
2023-02-09 08:48:55.489010,92,129.1
2023-02-09 08:48:56.493195,93,129.1
2023-02-09 08:48:57.485753,94,129.0
2023-02-09 08:48:58.476304,95,129.1
2023-02-09 08:48:59.485380,96,129.1
2023-02-09 08:49:00.492570,97,129.2
2023-02-09 08:49:01.485274,98,106.3
2023-02-09 08:49:02.476996,99,98.1
2023-02-09 08:49:03.484876,100,97.9
2023-02-09 08:49:04.491847,101,97.9
2023-02-09 08:49:05.483982,102,97.7
2023-02-09 08:49:06.475971,103,97.6
2023-02-09 08:49:07.483990,104,97.7
2023-02-09 08:49:08.490706,105,97.5
2023-02-09 08:49:09.482079,106,97.5
2023-02-09 08:49:10.474569,107,97.4
2023-02-09 08:49:11.483326,108,97.3
2023-02-09 08:49:12.488859,109,97.3
2023-02-09 08:49:13.481320,110,97.2
2023-02-09 08:49:14.489180,111,97.2
2023-02-09 08:49:15.482085,112,97.2
2023-02-09 08:49:16.488530,113,97.0
2023-02-09 08:49:17.480720,114,97.0
2023-02-09 08:49:18.489067,115,96.9
2023-02-09 08:49:19.479789,116,97.0
2023-02-09 08:49:20.486562,117,97.0
2023-02-09 08:49:21.479363,118,96.9
2023-02-09 08:49:22.485793,119,96.8
2023-02-09 08:49:23.479346,120,96.8
2023-02-09 08:49:24.485807,121,96.9
2023-02-09 08:49:25.477275,122,96.9
2023-02-09 08:49:26.486152,123,96.9
2023-02-09 08:49:27.478181,124,96.8
2023-02-09 08:49:28.484807,125,96.7
2023-02-09 08:49:29.476647,126,96.9
2023-02-09 08:49:30.484419,127,96.9
2023-02-09 08:49:31.476045,128,96.8
2023-02-09 08:49:32.483846,129,96.7
2023-02-09 08:49:33.474610,130,96.7
2023-02-09 08:49:34.482642,131,96.7
2023-02-09 08:49:35.474678,132,96.8
2023-02-09 08:49:36.482482,133,96.7
2023-02-09 08:49:37.474202,134,96.7
2023-02-09 08:49:38.481975,135,96.6
2023-02-09 08:49:39.473664,136,96.7
2023-02-09 08:49:40.481241,137,96.7
2023-02-09 08:49:41.473709,138,96.7
2023-02-09 08:49:42.480981,139,96.7
2023-02-09 08:49:43.471680,140,96.6
2023-02-09 08:49:44.480650,141,96.8
2023-02-09 08:49:45.487308,142,96.8
2023-02-09 08:49:46.478699,143,96.7
2023-02-09 08:49:47.471850,144,96.7
2023-02-09 08:49:48.479089,145,96.6
2023-02-09 08:49:49.486114,146,96.8
2023-02-09 08:49:50.479127,147,96.8
2023-02-09 08:49:51.470245,148,96.7
2023-02-09 08:49:52.477198,149,96.7
2023-02-09 08:49:53.485936,150,96.6
2023-02-09 08:49:54.477379,151,96.8
2023-02-09 08:49:55.485558,152,96.8
2023-02-09 08:49:56.475990,153,96.7
2023-02-09 08:49:57.484796,154,96.6
2023-02-09 08:49:58.477841,155,96.6
2023-02-09 08:49:59.484323,156,96.6
2023-02-09 08:50:00.475907,157,96.7
2023-02-09 08:50:01.483883,158,96.7
2023-02-09 08:50:02.474243,159,96.5
2023-02-09 08:50:03.484025,160,96.5
2023-02-09 08:50:04.474146,161,96.6
2023-02-09 08:50:05.482299,162,96.6
2023-02-09 08:50:06.488939,163,96.5
2023-02-09 08:50:07.481956,164,96.4
2023-02-09 08:50:08.472711,165,96.3
2023-02-09 08:50:09.481642,166,96.4
2023-02-09 08:50:10.488894,167,96.4
2023-02-09 08:50:11.480202,168,96.4
2023-02-09 08:50:12.487887,169,96.3
2023-02-09 08:50:13.481383,170,96.3
2023-02-09 08:50:14.486871,171,96.3
2023-02-09 08:50:15.479554,172,96.4
2023-02-09 08:50:16.487247,173,96.3
2023-02-09 08:50:17.477893,174,96.2
2023-02-09 08:50:18.486098,175,96.2
2023-02-09 08:50:19.477272,176,96.3
2023-02-09 08:50:20.485443,177,96.3
2023-02-09 08:50:21.477364,178,96.3
2023-02-09 08:50:22.485209,179,96.2
2023-02-09 08:50:23.477436,180,96.1
2023-02-09 08:50:24.484346,181,96.2
2023-02-09 08:50:25.475972,182,96.2
2023-02-09 08:50:26.484025,183,96.2
2023-02-09 08:50:27.475159,184,96.1
2023-02-09 08:50:28.483300,185,96.2
2023-02-09 08:50:29.490524,186,96.3
2023-02-09 08:50:30.482762,187,96.3
2023-02-09 08:50:31.490296,188,125.7
2023-02-09 08:50:32.482660,189,134.3
2023-02-09 08:50:33.489137,190,134.2
2023-02-09 08:50:34.481776,191,134.2
2023-02-09 08:50:35.489106,192,134.1
2023-02-09 08:50:36.481118,193,134.1
2023-02-09 08:50:37.489030,194,133.6
2023-02-09 08:50:38.480628,195,133.6
2023-02-09 08:50:39.488258,196,133.5
2023-02-09 08:50:40.480063,197,133.4
2023-02-09 08:50:41.487920,198,133.4
2023-02-09 08:50:42.494360,199,133.5
2023-02-09 08:50:43.487403,200,133.4
2023-02-09 08:50:44.494484,201,133.3
2023-02-09 08:50:45.486491,202,133.4
2023-02-09 08:50:46.493052,203,133.3
2023-02-09 08:50:47.485956,204,133.4
2023-02-09 08:50:48.493238,205,133.3
2023-02-09 08:50:49.485476,206,133.3
2023-02-09 08:50:50.492412,207,133.4
2023-02-09 08:50:51.484898,208,133.6
2023-02-09 08:50:52.492343,209,133.8
2023-02-09 08:50:53.484372,210,133.9
2023-02-09 08:50:54.491704,211,134.0
2023-02-09 08:50:55.483643,212,134.1
2023-02-09 08:50:56.491112,213,134.2
2023-02-09 08:50:57.482870,214,134.2
2023-02-09 08:50:58.490473,215,134.0
2023-02-09 08:50:59.482278,216,133.7
2023-02-09 08:51:00.489991,217,133.5
2023-02-09 08:51:01.481843,218,133.3
2023-02-09 08:51:02.489543,219,133.1
2023-02-09 08:51:03.495967,220,133.0
2023-02-09 08:51:04.489105,221,132.9
2023-02-09 08:51:05.495911,222,133.0
2023-02-09 08:51:06.488334,223,133.1
2023-02-09 08:51:07.495208,224,133.2
2023-02-09 08:51:08.487771,225,133.4
2023-02-09 08:51:09.494839,226,133.5
2023-02-09 08:51:10.487204,227,133.6
2023-02-09 08:51:11.494549,228,133.6
2023-02-09 08:51:12.486605,229,133.8
2023-02-09 08:51:13.494275,230,133.9
2023-02-09 08:51:14.485861,231,134.0
2023-02-09 08:51:15.493161,232,134.1
2023-02-09 08:51:16.485369,233,134.2
2023-02-09 08:51:17.493078,234,134.2
2023-02-09 08:51:18.499830,235,134.3
2023-02-09 08:51:19.494342,236,134.4
2023-02-09 08:51:20.484316,237,134.4
2023-02-09 08:51:21.492021,238,134.4
2023-02-09 08:51:22.498670,239,134.5
2023-02-09 08:51:23.491253,240,134.5
2023-02-09 08:51:24.498436,241,134.6
2023-02-09 08:51:25.490538,242,134.6
2023-02-09 08:51:26.498036,243,134.6
2023-02-09 08:51:27.489985,244,134.6
2023-02-09 08:51:28.497409,245,134.6
2023-02-09 08:51:29.489612,246,134.6
2023-02-09 08:51:30.497412,247,134.7
2023-02-09 08:51:31.504846,248,134.6
2023-02-09 08:51:32.497933,249,134.6
2023-02-09 08:51:33.488874,250,134.7
2023-02-09 08:51:34.496078,251,134.7
2023-02-09 08:51:35.502622,252,134.7
2023-02-09 08:51:36.495801,253,134.6
2023-02-09 08:51:37.502422,254,134.6
2023-02-09 08:51:38.494603,255,134.7
2023-02-09 08:51:39.502661,256,134.6
2023-02-09 08:51:40.494291,257,134.6
2023-02-09 08:51:41.501452,258,134.6
2023-02-09 08:51:42.493548,259,134.6
2023-02-09 08:51:43.501196,260,134.6
2023-02-09 08:51:44.493272,261,134.7
2023-02-09 08:51:45.500789,262,134.6
2023-02-09 08:51:46.493630,263,134.6
2023-02-09 08:51:47.499971,264,134.6
2023-02-09 08:51:48.492012,265,134.6
2023-02-09 08:51:49.499824,266,134.6
2023-02-09 08:51:50.506503,267,134.6
2023-02-09 08:51:51.499126,268,134.6
2023-02-09 08:51:52.490784,269,134.7
2023-02-09 08:51:53.498514,270,134.6
2023-02-09 08:51:54.505449,271,134.7
2023-02-09 08:51:55.498012,272,134.7
2023-02-09 08:51:56.504538,273,134.7
2023-02-09 08:51:57.497246,274,134.8
2023-02-09 08:51:58.503977,275,134.8
2023-02-09 08:51:59.496841,276,134.8
2023-02-09 08:52:00.503555,277,134.9
2023-02-09 08:52:01.496240,278,134.6
2023-02-09 08:52:02.502539,279,134.3
2023-02-09 08:52:03.495445,280,134.0
2023-02-09 08:52:04.502264,281,133.8
2023-02-09 08:52:05.494850,282,133.5
2023-02-09 08:52:06.502085,283,133.3
2023-02-09 08:52:07.494202,284,133.1
2023-02-09 08:52:08.500966,285,132.9
2023-02-09 08:52:09.493520,286,132.8
2023-02-09 08:52:10.500695,287,132.7
2023-02-09 08:52:11.492940,288,132.6
2023-02-09 08:52:12.500069,289,132.4
2023-02-09 08:52:13.493516,290,132.3
2023-02-09 08:52:14.499506,291,132.2
2023-02-09 08:52:15.491847,292,132.1
2023-02-09 08:52:16.499220,293,132.0
2023-02-09 08:52:17.491111,294,132.0
2023-02-09 08:52:18.498390,295,132.0
2023-02-09 08:52:19.490500,296,131.9
2023-02-09 08:52:20.499146,297,131.9
2023-02-09 08:52:21.489925,298,131.8
2023-02-09 08:52:22.497350,299,131.8
2023-02-09 08:52:23.489362,300,131.8
2023-02-09 08:52:24.497130,301,131.8
2023-02-09 08:52:25.488911,302,131.9
2023-02-09 08:52:26.496288,303,131.8
2023-02-09 08:52:27.488205,304,131.8
2023-02-09 08:52:28.496127,305,131.8
2023-02-09 08:52:29.487764,306,131.9
2023-02-09 08:52:30.495083,307,131.9
